t,phase,relative_distance,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,carrier_x,carrier_y,carrier_z,mini_x,mini_y,mini_z,carrier_sp_x,carrier_sp_y,carrier_sp_z,mini_target_x,mini_target_y,mini_target_z,measured_rel_x,measured_rel_y,measured_rel_z,measured_rel_distance,measured_rel_vx,measured_rel_vy,measured_rel_vz,measured_rel_speed
35.880,TRACKING,2.932168,-0.759222,2.706421,0.834551,5.077843,-3.496950,-0.353105,60.146130,15.617274,29.182094,59.634604,18.143849,29.999996,54.371421,31.307153,29.600001,0.000000,0.000000,0.000000,-0.511526,2.526574,0.817902,2.704478,4.953913,-3.596950,-0.332963,6.131082
35.940,TRACKING,2.489996,-0.270126,2.341727,0.802140,4.828002,-3.696950,-0.315255,59.739211,16.207274,29.197857,59.469085,18.549001,29.999996,54.196242,31.926245,29.600001,0.000000,0.000000,0.000000,-0.270126,2.341727,0.802140,2.489996,4.828002,-3.696950,-0.315255,6.089041
35.981,TRACKING,2.489996,-0.270126,2.341727,0.802140,4.828002,-3.696950,-0.315255,59.340291,16.797274,29.212893,59.469085,18.549001,29.999996,54.196242,31.926245,29.600001,0.000000,0.000000,0.000000,0.128793,1.751727,0.787103,1.924750,4.668002,-3.696950,-0.300735,5.962225
36.040,TRACKING,2.112843,0.193074,1.957032,0.772563,4.565088,-3.896950,-0.290798,58.949372,17.387274,29.227433,59.142446,19.344306,29.999996,54.000849,32.513794,29.600001,0.000000,0.000000,0.000000,0.193074,1.957032,0.772563,2.112843,4.565088,-3.896950,-0.290798,6.009227
36.080,TRACKING,2.112843,0.193074,1.957032,0.772563,4.565088,-3.896950,-0.290798,58.566453,17.977274,29.241792,58.980757,19.734459,29.999997,54.000849,32.513794,29.600001,0.000000,0.000000,0.000000,0.414304,1.757184,0.758205,1.958116,4.424608,-3.996950,-0.287166,5.969525
36.120,TRACKING,1.958116,0.414304,1.757184,0.758205,4.424608,-3.996950,-0.287166,58.191534,18.567274,29.256378,58.818587,20.119611,29.999997,53.886821,32.797974,29.600001,0.000000,0.000000,0.000000,0.627053,1.552337,0.743618,1.831915,4.254982,-4.096950,-0.291726,5.913964
36.181,DOCKING,1.831915,0.627053,1.552337,0.743618,4.254982,-4.096950,-0.291726,57.824614,19.149274,29.262965,58.653296,20.499764,29.999997,58.233923,22.335219,29.288516,0.000000,0.000000,0.000000,0.828681,1.350489,0.737032,1.747498,4.032557,-4.036950,-0.131726,5.707524
36.221,DOCKING,1.747498,0.828681,1.350489,0.737032,4.032557,-4.036950,-0.131726,57.465695,19.723274,29.261551,58.653296,20.499764,29.999997,58.135227,22.459245,29.286034,0.000000,0.000000,0.000000,1.187601,0.776489,0.738446,1.599573,3.872557,-3.876950,0.028274,5.479803
36.281,DOCKING,1.706021,1.019277,1.151642,0.738446,3.811920,-3.976950,0.028274,57.114776,20.289274,29.265102,58.484972,20.874916,29.999997,58.011599,22.660363,29.286478,0.000000,0.000000,0.000000,1.370197,0.585642,0.734895,1.661471,3.651920,-3.816950,-0.071008,5.283054
36.321,DOCKING,1.700307,1.198929,0.955794,0.734895,3.593042,-3.916950,-0.071009,56.771857,20.847274,29.263193,58.139581,21.610221,29.999997,57.866367,22.921748,29.285225,0.000000,0.000000,0.000000,1.367724,0.762947,0.736805,1.730791,3.375899,-3.856950,0.038182,5.125837
36.380,DOCKING,1.730791,1.367724,0.762947,0.736805,3.375899,-3.856950,0.038182,56.436937,21.397274,29.267142,57.962824,21.970374,29.999997,57.699513,23.237795,29.285933,0.000000,0.000000,0.000000,1.525887,0.573099,0.732856,1.787135,3.163246,-3.796950,-0.078975,4.942589
36.440,DOCKING,1.868349,1.673513,0.386252,0.735452,2.952526,-3.736950,0.051934,56.110018,21.939274,29.264545,57.783531,22.325526,29.999997,57.315589,23.979344,29.285614,0.000000,0.000000,0.000000,1.673513,0.386252,0.735452,1.868349,2.952526,-3.736950,0.051934,4.762867
36.480,DOCKING,1.868349,1.673513,0.386252,0.735452,2.952526,-3.736950,0.051934,55.791099,22.473274,29.269036,57.601551,22.675679,29.999998,57.315589,23.979344,29.285614,0.000000,0.000000,0.000000,1.810452,0.202404,0.730961,1.962908,2.738789,-3.676950,-0.089826,4.585738
36.540,DOCKING,2.071342,1.936692,0.021557,0.734314,2.524792,-3.616950,0.067053,55.480180,22.999274,29.265684,57.416872,23.020831,29.999998,56.874965,24.806617,29.285415,0.000000,0.000000,0.000000,1.936692,0.021557,0.734314,2.071342,2.524792,-3.616950,0.067053,4.411507
36.580,DOCKING,2.071342,1.936692,0.021557,0.734314,2.524792,-3.616950,0.067053,55.177261,23.517274,29.270331,57.416872,23.020831,29.999998,56.874965,24.806617,29.285415,0.000000,0.000000,0.000000,2.239611,-0.496443,0.729666,2.407224,2.364792,-3.456950,-0.092947,4.189437
36.621,DOCKING,2.182077,2.050517,-0.156291,0.729666,2.276498,-3.556950,-0.092947,54.882341,24.027274,29.266979,57.033683,23.696136,29.999998,56.629677,25.230640,29.283735,0.000000,0.000000,0.000000,2.151342,-0.331138,0.733019,2.296789,2.016498,-3.496950,0.067053,4.037254
36.681,DOCKING,2.296789,2.151342,-0.331138,0.733019,2.016498,-3.496950,0.067053,54.595422,24.529274,29.271626,57.033683,23.696136,29.999998,56.333954,25.702559,29.285102,0.000000,0.000000,0.000000,2.438261,-0.833138,0.728372,2.677641,1.856498,-3.336950,-0.092947,3.819746
36.720,DOCKING,2.407776,2.239167,-0.502986,0.728372,1.756498,-3.436950,-0.092948,54.316503,25.023274,29.268274,56.630494,24.351441,29.999998,56.028482,26.137617,29.283280,0.000000,0.000000,0.000000,2.313992,-0.671833,0.731724,2.518201,1.496498,-3.376950,0.067052,3.694292
36.781,DOCKING,2.518201,2.313992,-0.671833,0.731724,1.496498,-3.376950,0.067052,54.045584,25.509274,29.272921,56.421400,24.671594,29.999998,55.793735,26.436918,29.284595,0.000000,0.000000,0.000000,2.375816,-0.837681,0.727077,2.621994,1.236498,-3.316950,-0.092948,3.541147
36.820,DOCKING,2.621994,2.375816,-0.837681,0.727077,1.236498,-3.316950,-0.092948,53.782664,25.987274,29.269569,56.207306,24.986746,29.999998,55.553809,26.731504,29.282773,0.000000,0.000000,0.000000,2.424641,-1.000528,0.730430,2.722769,0.976498,-3.256950,0.067052,3.400848
36.881,DOCKING,2.722769,2.424641,-1.000528,0.730430,0.976498,-3.256950,0.067052,53.527745,26.457274,29.274200,55.988211,25.296899,29.999998,55.308687,27.021364,29.284087,0.000000,0.000000,0.000000,2.460466,-1.160375,0.725798,2.815519,0.716498,-3.196950,-0.092621,3.277565
36.920,DOCKING,2.815519,2.460466,-1.160375,0.725798,0.716498,-3.196950,-0.092621,53.280826,26.919274,29.270831,55.764117,25.602052,29.999998,55.058357,27.306489,29.282272,0.000000,0.000000,0.000000,2.483291,-1.317223,0.729167,2.904048,0.456498,-3.136950,0.067379,3.170707
36.980,DOCKING,2.904048,2.483291,-1.317223,0.729167,0.456498,-3.136950,0.067379,53.041907,27.373274,29.275329,55.535150,25.902204,29.999998,54.802804,27.586868,29.283592,0.000000,0.000000,0.000000,2.493243,-1.471070,0.724669,2.984201,0.199036,-3.076950,-0.089960,3.084692
37.020,DOCKING,2.984201,2.493243,-1.471070,0.724669,0.199036,-3.076950,-0.089960,52.810987,27.819274,29.271827,55.302172,26.203482,29.999998,54.280862,28.178079,29.283202,0.000000,0.000000,0.000000,2.491184,-1.615793,0.728171,3.057289,-0.041178,-2.894448,0.070039,2.895588
37.081,DOCKING,3.057289,2.491184,-1.615793,0.728171,-0.041178,-2.894448,0.070039,52.588068,28.257274,29.276325,55.302172,26.203482,29.999998,54.280862,28.178079,29.283202,0.000000,0.000000,0.000000,2.714103,-2.053793,0.723673,3.479673,-0.201178,-2.734448,-0.089961,2.743314
37.121,DOCKING,3.118593,2.477270,-1.750729,0.723673,-0.278279,-2.698723,-0.089961,52.373149,28.687274,29.272823,54.824939,26.810835,29.999999,54.015394,28.499725,29.281439,0.000000,0.000000,0.000000,2.451790,-1.876440,0.727175,3.171921,-0.509613,-2.514211,0.070039,2.566295
37.181,DOCKING,3.171921,2.451790,-1.876440,0.727175,-0.509613,-2.514211,0.070039,52.166230,29.109274,29.277221,54.824939,26.810835,29.999999,53.726117,28.800434,29.282812,0.000000,0.000000,0.000000,2.658709,-2.298440,0.722778,3.588031,-0.669613,-2.354211,-0.087948,2.449169
37.221,DOCKING,3.213658,2.414928,-1.993317,0.722778,-0.737223,-2.337547,-0.087948,51.967311,29.523274,29.273618,54.334305,27.421377,29.999999,53.097292,29.355288,29.282500,0.000000,0.000000,0.000000,2.366994,-2.101897,0.726380,3.247809,-0.958683,-2.171607,0.072052,2.374898
37.281,DOCKING,3.247809,2.366994,-2.101897,0.726380,-0.958683,-2.171607,0.072052,51.776391,29.929274,29.278016,54.334305,27.421377,29.999999,53.097292,29.355288,29.282500,0.000000,0.000000,0.000000,2.557913,-2.507897,0.721983,3.654275,-1.118683,-2.011607,-0.087948,2.303421
37.321,DOCKING,3.271111,2.308184,-2.202542,0.721983,-1.176200,-2.012890,-0.087948,51.577472,30.327274,29.274413,53.832280,28.031535,29.999999,52.779406,29.625078,29.280777,0.000000,0.000000,0.000000,2.254807,-2.295739,0.725586,3.298644,-1.067534,-1.863945,0.072052,2.149212
37.381,DOCKING,3.298644,2.254807,-2.295739,0.725586,-1.067534,-1.863945,0.072052,51.370553,30.717274,29.278725,53.577261,28.335922,29.999999,52.464951,29.892452,29.282189,0.000000,0.000000,0.000000,2.206708,-2.381352,0.721274,3.325754,-0.961982,-1.712263,-0.086232,1.965882
37.421,DOCKING,3.325754,2.206708,-2.381352,0.721274,-0.961982,-1.712263,-0.086232,51.155634,31.099274,29.275036,53.319510,28.639837,29.999999,52.150082,30.162630,29.280499,0.000000,0.000000,0.000000,2.163876,-2.459438,0.724962,3.355110,-0.856650,-1.561707,0.073768,1.782756
37.481,DOCKING,3.355110,2.163876,-2.459438,0.724962,-0.856650,-1.561707,0.073768,50.932714,31.473274,29.279348,53.058928,28.943331,29.999999,51.835895,30.434053,29.281945,0.000000,0.000000,0.000000,2.126214,-2.529943,0.720651,3.382416,-0.753238,-1.410117,-0.086232,1.601011
37.521,DOCKING,3.382416,2.126214,-2.529943,0.720651,-0.753238,-1.410117,-0.086232,50.701795,31.839274,29.275660,52.795560,29.246281,29.999999,51.521586,30.707699,29.280254,0.000000,0.000000,0.000000,2.093765,-2.592993,0.724339,3.410591,-0.648985,-1.260992,0.073767,1.420115
37.580,DOCKING,3.410591,2.093765,-2.592993,0.724339,-0.648985,-1.260992,0.073767,50.462876,32.197274,29.279911,52.529353,29.548683,29.999999,51.208251,30.982086,29.281700,0.000000,0.000000,0.000000,2.066477,-2.648591,0.720088,3.435679,-0.545749,-1.111968,-0.085030,1.241590
37.640,DOCKING,3.460768,2.044432,-2.696902,0.723836,-0.440913,-0.966204,0.074970,50.215957,32.547274,29.276163,52.260388,29.850373,29.999999,50.583105,31.534714,29.281503,0.000000,0.000000,0.000000,2.044432,-2.696902,0.723836,3.460768,-0.440913,-0.966204,0.074970,1.064695
37.680,DOCKING,3.460768,2.044432,-2.696902,0.723836,-0.440913,-0.966204,0.074970,49.961038,32.889274,29.280414,51.988646,30.151312,29.999999,50.583105,31.534714,29.281503,0.000000,0.000000,0.000000,2.027609,-2.737962,0.719585,3.482160,-0.336459,-0.821210,-0.085030,0.891527
37.720,DOCKING,3.482160,2.027609,-2.737962,0.719585,-0.336459,-0.821210,-0.085030,49.701886,33.223274,29.276666,51.714233,30.451318,29.999999,50.271522,31.812594,29.279837,0.000000,0.000000,0.000000,2.012347,-2.771957,0.723333,3.500928,-0.305238,-0.679889,0.074970,0.749026
37.780,DOCKING,3.500928,2.012347,-2.771957,0.723333,-0.305238,-0.679889,0.074970,49.436370,33.549274,29.280860,51.437224,30.750251,29.999999,49.960372,32.089645,29.281306,0.000000,0.000000,0.000000,2.000853,-2.799023,0.719139,3.514983,-0.229869,-0.541333,-0.083876,0.594067
37.821,DOCKING,3.514983,2.000853,-2.799023,0.719139,-0.229869,-0.541333,-0.083876,49.168113,33.867274,29.277054,51.437224,30.750251,29.999999,49.650027,32.366669,29.279662,0.000000,0.000000,0.000000,2.269110,-3.117023,0.722946,3.922671,-0.175046,-0.381333,0.076124,0.426439
37.881,DOCKING,3.525659,1.989655,-2.819379,0.722946,-0.223972,-0.407106,0.076123,48.893544,34.177274,29.281247,50.875976,31.344091,29.999999,49.340262,32.641992,29.281154,0.000000,0.000000,0.000000,1.982433,-2.833183,0.718752,3.531794,-0.144441,-0.276091,-0.083877,0.322684
37.920,DOCKING,3.531794,1.982433,-2.833183,0.718752,-0.144441,-0.276091,-0.083877,48.618085,34.479274,29.277441,50.592003,31.638636,29.999999,48.723692,33.189395,29.281002,0.000000,0.000000,0.000000,1.973918,-2.840638,0.722558,3.533789,-0.170299,-0.149103,0.076123,0.238805
37.981,DOCKING,3.533789,1.973918,-2.840638,0.722558,-0.170299,-0.149103,0.076123,48.335862,34.773274,29.281602,50.305993,31.931349,29.999999,48.723692,33.189395,29.281002,0.000000,0.000000,0.000000,1.970131,-2.841925,0.718397,3.531862,-0.075738,-0.025742,-0.083221,0.115432
38.021,DOCKING,3.531862,1.970131,-2.841925,0.718397,-0.075738,-0.025742,-0.083221,48.055165,35.059274,29.277763,50.018092,32.222061,29.999999,48.417551,33.461154,29.279371,0.000000,0.000000,0.000000,1.962928,-2.837213,0.722236,3.524839,-0.144064,0.094245,0.076779,0.188498
38.081,DOCKING,3.524839,1.962928,-2.837213,0.722236,-0.144064,0.094245,0.076779,47.766467,35.337274,29.281920,50.018092,32.222061,29.999999,48.111395,33.730079,29.280876,0.000000,0.000000,0.000000,2.251626,-3.115213,0.718079,3.910244,0.015936,0.254245,-0.083130,0.267964
38.140,DOCKING,3.498727,1.954694,-2.810532,0.721923,-0.146581,0.323553,0.076870,47.482605,35.607274,29.278076,49.437299,32.796742,29.999999,47.504136,34.262550,29.280753,0.000000,0.000000,0.000000,1.954694,-2.810532,0.721923,3.498727,-0.146581,0.323553,0.076870,0.363430
38.181,DOCKING,3.498727,1.954694,-2.810532,0.721923,-0.146581,0.323553,0.076870,47.190743,35.869274,29.282201,49.144770,33.080344,29.999999,47.504136,34.262550,29.280753,0.000000,0.000000,0.000000,1.954028,-2.788931,0.717799,3.480171,-0.013327,0.432029,-0.082485,0.440035
38.221,DOCKING,3.480171,1.954028,-2.788931,0.717799,-0.013327,0.432029,-0.082485,46.902862,36.123274,29.278325,49.144770,33.080344,29.999999,47.203842,34.525509,29.279137,0.000000,0.000000,0.000000,2.241908,-3.042931,0.721674,3.847908,-0.092953,0.592029,0.077515,0.604274
38.280,DOCKING,3.456109,1.948146,-2.761993,0.721674,-0.117636,0.538752,0.077515,46.607252,36.369274,29.282449,48.556237,33.639352,29.999999,46.903322,34.785273,29.280656,0.000000,0.000000,0.000000,1.948984,-2.729923,0.717550,3.430145,0.016774,0.641411,-0.082485,0.646911
38.340,DOCKING,3.397015,1.941175,-2.692786,0.721426,-0.156191,0.742733,0.077515,46.319380,36.607274,29.278574,48.260555,33.914489,29.999999,46.308949,35.297882,29.280559,0.000000,0.000000,0.000000,1.941175,-2.692786,0.721426,3.397015,-0.156191,0.742733,0.077515,0.762926
38.380,DOCKING,3.397015,1.941175,-2.692786,0.721426,-0.156191,0.742733,0.077515,46.023508,36.837274,29.282672,47.964259,34.186439,29.999999,46.308949,35.297882,29.280559,0.000000,0.000000,0.000000,1.940751,-2.650836,0.717327,3.362738,-0.008475,0.839000,-0.081975,0.843038
38.420,DOCKING,3.362738,1.940751,-2.650836,0.717327,-0.008475,0.839000,-0.081975,45.734241,37.059274,29.278771,47.964259,34.186439,29.999999,46.016084,35.550196,29.278952,0.000000,0.000000,0.000000,2.230018,-2.872836,0.721228,3.707605,-0.140585,0.999000,0.078025,1.011856
38.481,DOCKING,3.322459,1.933185,-2.604103,0.721228,-0.151316,0.934651,0.078025,45.436991,37.273274,29.282870,47.370320,34.720486,30.000000,45.722975,35.798834,29.280481,0.000000,0.000000,0.000000,1.933329,-2.552788,0.717130,3.281579,0.002867,1.026299,-0.081975,1.029572
38.520,DOCKING,3.281579,1.933329,-2.552788,0.717130,0.002867,1.026299,-0.081975,45.147741,37.479274,29.278969,47.073001,34.982379,30.000000,45.434587,36.045835,29.278874,0.000000,0.000000,0.000000,1.925260,-2.496895,0.721031,3.234347,-0.161369,1.117861,0.078025,1.132140
38.581,DOCKING,3.234347,1.925260,-2.496895,0.721031,-0.161369,1.117861,0.078025,44.853179,37.677274,29.283047,47.073001,34.982379,30.000000,45.145906,36.288959,29.280404,0.000000,0.000000,0.000000,2.219822,-2.694895,0.716952,3.564280,-0.055138,1.277861,-0.081570,1.281648
38.640,DOCKING,3.132283,1.912067,-2.373929,0.720874,-0.210161,1.253968,0.078430,44.566618,37.869188,29.279126,46.478685,35.495259,30.000000,44.577847,36.765676,29.280342,0.000000,0.000000,0.000000,1.912067,-2.373929,0.720874,3.132283,-0.210161,1.253968,0.078430,1.273873
38.682,DOCKING,3.132283,1.912067,-2.373929,0.720874,-0.210161,1.253968,0.078430,44.273756,38.063938,29.283204,46.478685,35.495259,30.000000,44.577847,36.765676,29.280342,0.000000,0.000000,0.000000,2.204929,-2.568679,0.716795,3.460291,-0.084152,1.197233,-0.081570,1.202955
38.720,DOCKING,3.086688,1.908252,-2.317848,0.716795,-0.076303,1.121605,-0.081570,43.988894,38.251249,29.279283,45.885472,35.993426,30.000000,44.295823,36.997003,29.278743,0.000000,0.000000,0.000000,1.896578,-2.257823,0.720717,3.035491,-0.233464,1.200509,0.078430,1.225512
38.780,DOCKING,3.035491,1.896578,-2.257823,0.720717,-0.233464,1.200509,0.078430,43.698383,38.443220,29.283345,45.589340,36.237103,30.000000,44.011370,37.226745,29.280281,0.000000,0.000000,0.000000,1.890957,-2.206117,0.716654,2.992702,-0.112423,1.034119,-0.081249,1.043380
38.821,DOCKING,2.992702,1.890957,-2.206117,0.716654,-0.112423,1.034119,-0.081249,43.415872,38.627191,29.279408,45.589340,36.237103,30.000000,43.728701,37.450905,29.278688,0.000000,0.000000,0.000000,2.173468,-2.390088,0.720592,3.309945,-0.272423,1.194119,0.078751,1.227328
38.881,DOCKING,2.943732,1.877452,-2.149762,0.720592,-0.270102,1.127091,0.078751,43.126126,38.814638,29.283470,44.997709,36.714220,30.000000,43.443491,37.673993,29.280232,0.000000,0.000000,0.000000,1.871582,-2.100418,0.716529,2.903100,-0.117398,0.986889,-0.081249,0.997163
38.921,DOCKING,2.903100,1.871582,-2.100418,0.716529,-0.117398,0.986889,-0.081249,42.844381,38.994085,29.279533,44.702202,36.947777,30.000000,43.160831,37.892164,29.278639,0.000000,0.000000,0.000000,1.857822,-2.046308,0.720467,2.856213,-0.275212,1.082202,0.078751,1.119422
38.980,DOCKING,2.856213,1.857822,-2.046308,0.720467,-0.275212,1.082202,0.078751,42.557124,39.178861,29.283583,44.702202,36.947777,30.000000,42.875653,38.109370,29.280183,0.000000,0.000000,0.000000,2.145079,-2.231085,0.716417,3.176847,-0.164988,0.975606,-0.080998,0.992768
39.021,DOCKING,2.817698,1.849969,-2.000945,0.716417,-0.157049,0.907259,-0.080998,42.277659,39.355638,29.279632,44.112082,37.404934,30.000000,42.592272,38.320767,29.278595,0.000000,0.000000,0.000000,1.834424,-1.950704,0.720367,2.772956,-0.310913,1.004816,0.079002,1.054781
39.081,DOCKING,2.772956,1.834424,-1.950704,0.720367,-0.310913,1.004816,0.079002,41.990261,39.535084,29.283682,43.817457,37.628649,30.000000,42.306410,38.531371,29.280144,0.000000,0.000000,0.000000,1.827196,-1.906434,0.716317,2.736101,-0.144553,0.885399,-0.080998,0.900771
39.121,DOCKING,2.736101,1.827196,-1.906434,0.716317,-0.144553,0.885399,-0.080998,41.710863,39.707513,29.279732,43.817457,37.628649,30.000000,42.023394,38.737648,29.278556,0.000000,0.000000,0.000000,2.106593,-2.078863,0.720267,3.046013,-0.304553,1.025730,0.079002,1.072901
39.181,DOCKING,2.693547,1.812069,-1.858176,0.720267,-0.302529,0.965172,0.079002,41.426026,39.884276,29.283772,43.522933,37.849337,30.000000,41.737791,38.942760,29.280105,0.000000,0.000000,0.000000,2.096907,-2.034939,0.716228,3.008484,-0.193730,0.878493,-0.080792,0.903221
39.220,DOCKING,2.658191,1.802750,-1.817440,0.716228,-0.186382,0.814721,-0.080792,41.148582,40.053039,29.279811,43.228776,38.066836,30.000000,41.454001,39.142673,29.278521,0.000000,0.000000,0.000000,2.080194,-1.986203,0.720188,2.964942,-0.334258,0.974721,0.079208,1.033481
39.280,DOCKING,2.616812,1.786143,-1.771645,0.720188,-0.332138,0.915890,0.079208,40.863471,40.225954,29.283851,42.641061,38.492842,30.000000,41.168212,39.341789,29.280074,0.000000,0.000000,0.000000,1.777591,-1.733113,0.716149,2.583869,-0.171056,0.770644,-0.080792,0.793523
39.320,DOCKING,2.583869,1.777591,-1.733113,0.716149,-0.171056,0.770644,-0.080792,40.586359,40.390870,29.279891,42.347466,38.701460,30.000000,40.884785,39.536260,29.278490,0.000000,0.000000,0.000000,1.761107,-1.689410,0.720109,2.544437,-0.329678,0.874058,0.079208,0.937517
39.380,DOCKING,2.544437,1.761107,-1.689410,0.720109,-0.329678,0.874058,0.079208,40.302764,40.560488,29.283923,42.054239,38.907068,30.000000,40.598815,39.730230,29.280043,0.000000,0.000000,0.000000,1.751476,-1.653420,0.716077,2.512813,-0.192624,0.719803,-0.080640,0.749482
39.440,DOCKING,2.474686,1.733917,-1.612184,0.720045,-0.351166,0.824724,0.079360,40.027169,40.722107,29.279955,41.761086,39.109923,30.000000,40.028894,40.107324,29.280018,0.000000,0.000000,0.000000,1.733917,-1.612184,0.720045,2.474686,-0.351166,0.824724,0.079360,0.899881
39.481,DOCKING,2.474686,1.733917,-1.612184,0.720045,-0.351166,0.824724,0.079360,39.743574,40.887577,29.283987,41.761086,39.109923,30.000000,40.028894,40.107324,29.280018,0.000000,0.000000,0.000000,2.017512,-1.777654,0.716013,2.782640,-0.191166,0.747693,-0.080640,0.775946
39.540,DOCKING,2.408234,1.707610,-1.537949,0.719981,-0.342477,0.795634,0.079360,39.467978,41.045047,29.280019,41.175588,39.507097,30.000000,39.459444,40.474556,29.279992,0.000000,0.000000,0.000000,1.707610,-1.537949,0.719981,2.408234,-0.342477,0.795634,0.079360,0.869840
39.580,DOCKING,2.408234,1.707610,-1.537949,0.719981,-0.342477,0.795634,0.079360,39.185565,41.207778,29.284044,41.175588,39.507097,30.000000,39.459444,40.474556,29.279992,0.000000,0.000000,0.000000,1.990023,-1.700681,0.715956,2.713872,-0.206111,0.690406,-0.080503,0.724998
39.621,DOCKING,2.379818,1.697667,-1.506275,0.715956,-0.198859,0.633478,-0.080503,38.911151,41.362509,29.280131,40.590922,39.893314,30.000000,39.198929,40.637327,29.286566,0.000000,0.000000,0.000000,1.679771,-1.469195,0.719869,2.344861,-0.357927,0.741615,0.078250,0.827181
39.681,DOCKING,2.344861,1.679771,-1.469195,0.719869,-0.357927,0.741615,0.078250,38.632001,41.518120,29.284219,40.590922,39.893314,30.000000,38.950026,40.790995,29.301164,0.000000,0.000000,0.000000,1.958921,-1.624806,0.715781,2.643806,-0.263189,0.724018,-0.081750,0.774695
39.720,DOCKING,2.313551,1.666963,-1.435761,0.715781,-0.256144,0.668677,-0.081750,38.360851,41.667639,29.282293,40.007230,40.268760,30.000000,38.699177,40.944319,29.311030,0.000000,0.000000,0.000000,1.646379,-1.398879,0.717706,2.276516,-0.411694,0.737645,0.038508,0.845633
39.780,DOCKING,2.276516,1.646379,-1.398879,0.717706,-0.411694,0.737645,0.038508,38.083500,41.818871,29.287891,40.007230,40.268760,30.000000,38.453772,41.092015,29.325576,0.000000,0.000000,0.000000,1.923729,-1.550111,0.712109,2.571124,-0.287686,0.703364,-0.111946,0.768125
39.840,DOCKING,2.207367,1.610892,-1.329618,0.713871,-0.431966,0.737625,0.035240,37.814149,41.962984,29.286129,39.425042,40.633366,30.000000,37.969905,41.380177,29.349450,0.000000,0.000000,0.000000,1.610892,-1.329618,0.713871,2.207367,-0.431966,0.737625,0.035240,0.855527
39.881,DOCKING,2.207367,1.610892,-1.329618,0.713871,-0.431966,0.737625,0.035240,37.540918,42.110189,29.292367,39.134664,40.811598,30.000000,37.969905,41.380177,29.349450,0.000000,0.000000,0.000000,1.593746,-1.298591,0.707633,2.174192,-0.342931,0.620540,-0.124760,0.719887
39.920,DOCKING,2.174192,1.593746,-1.298591,0.707633,-0.342931,0.620540,-0.124760,37.275069,42.249394,29.291605,38.844694,40.987207,30.000000,37.728278,41.520833,29.358995,0.000000,0.000000,0.000000,1.569625,-1.262186,0.708395,2.135102,-0.482416,0.728099,0.015245,0.873548
39.980,DOCKING,2.135102,1.569625,-1.262186,0.708395,-0.482416,0.728099,0.015245,37.004056,42.391663,29.298842,38.555420,41.160054,30.000000,37.493461,41.656867,29.373617,0.000000,0.000000,0.000000,1.551364,-1.231609,0.701158,2.101241,-0.365215,0.611549,-0.144755,0.726862
40.020,DOCKING,2.101241,1.551364,-1.231609,0.701158,-0.365215,0.611549,-0.144755,36.741042,42.525932,29.298538,38.266637,41.330301,30.000000,37.252811,41.793957,29.382963,0.000000,0.000000,0.000000,1.525595,-1.195631,0.701462,2.061316,-0.515387,0.719553,0.006094,0.885109
40.082,DOCKING,2.061316,1.525595,-1.195631,0.701462,-0.515387,0.719553,0.006094,36.473190,42.663569,29.306233,37.978639,41.497806,30.000000,37.018776,41.926587,29.397628,0.000000,0.000000,0.000000,1.505449,-1.165762,0.693767,2.026497,-0.402920,0.597370,-0.153906,0.736806
40.140,DOCKING,1.985583,1.477888,-1.130476,0.693116,-0.551208,0.705721,-0.013014,36.213338,42.793206,29.306884,37.691227,41.662729,30.000000,36.546022,42.188939,29.421669,0.000000,0.000000,0.000000,1.477888,-1.130476,0.693116,1.985583,-0.551208,0.705721,-0.013014,0.895567
40.180,DOCKING,1.985583,1.477888,-1.130476,0.693116,-0.551208,0.705721,-0.013014,35.948279,42.925958,29.315534,37.404053,41.825307,30.000000,36.546022,42.188939,29.421669,0.000000,0.000000,0.000000,1.455774,-1.100651,0.684466,1.949155,-0.442290,0.596505,-0.173014,0.762478
40.221,DOCKING,1.949155,1.455774,-1.100651,0.684466,-0.442290,0.596505,-0.173014,35.690818,43.050737,29.316476,37.115951,41.986233,30.000000,36.303852,42.320881,29.431316,0.000000,0.000000,0.000000,1.425133,-1.064504,0.683524,1.905617,-0.612827,0.722941,-0.018829,0.947921
40.281,DOCKING,1.905617,1.425133,-1.064504,0.683524,-0.612827,0.722941,-0.018829,35.425357,43.182425,29.325417,37.115951,41.986233,30.000000,36.062604,42.452088,29.446644,0.000000,0.000000,0.000000,1.690593,-1.196193,0.674583,2.178083,-0.452827,0.584748,-0.178829,0.760896
40.320,DOCKING,1.869406,1.401571,-1.036926,0.674583,-0.471234,0.551570,-0.178829,35.166037,43.306114,29.327338,36.536994,42.303100,30.000000,35.810304,42.585826,29.456075,0.000000,0.000000,0.000000,1.370957,-1.003013,0.672662,1.827029,-0.612276,0.678244,-0.038407,0.914534
40.380,DOCKING,1.827029,1.370957,-1.003013,0.672662,-0.612276,0.678244,-0.038407,34.898930,43.433764,29.337258,36.536994,42.303100,30.000000,35.564907,42.715687,29.470533,0.000000,0.000000,0.000000,1.638064,-1.130664,0.662742,2.097828,-0.456553,0.599009,-0.198407,0.778857
